sales,CNYExchangeRateIndex,display_size,primary_camera,storage,battery,Prices
0.02,393.4646959,4,5,8,1800,2.074852996
0.016666667,228.1367192,4,5,8,1800,2.063370894
0.013333333,355.9510673,4,5,8,1800,2.051576958
0.01,160.9785103,4,5,8,1800,2.039453779
0.01,152.6785696,4,5,8,1800,2.026982443
0.01,246.3521045,4,5,8,1800,2.014142362
0.01,244.2047788,4,5,8,1800,2.001300933
0.01,152.3892074,4,5,8,1800,1.98811284
0.01,150.2418817,4,5,8,1800,1.975615598
0.16,78.6805209,4.3,8,16,2100,2.462113367
0.21,168.3487666,4.3,8,16,2100,2.449277791
0.13,72.52790599,4.3,8,16,2100,2.436433003
0.14,279.4277669,4.3,8,16,2100,2.423606271
0.13,267.4288846,4.3,8,16,2100,2.410760367
0.14,357.5697224,4.3,8,16,2100,2.397922637
0.1,262.3946253,4.3,8,16,2100,2.397922637
0.14,408.4481936,4.3,8,16,2100,2.397922637
0.08,242.4745746,4.3,8,16,2100,2.397922637
0.08,341.5132676,4.3,8,16,2100,2.397922637
0.08,280.8088504,4.3,8,16,2100,2.397922637
0.05,251.8450219,4.3,8,16,2100,2.385275512
0.02,489.7337661,4.3,8,16,2100,2.372249014
0.02,188.2437121,4.3,8,16,2100,2.359418056
0.01,183.2736921,4.3,8,16,2100,2.346587665
0.1,78.32760257,5.1,16,16,2800,2.705590055
0.06,152.2108005,5.1,16,16,2800,2.681241237
0.09,152.2108005,5.1,16,16,2800,2.673408004
0.06,366.7418931,5.1,16,16,2800,2.660571424
0.11,342.9285953,5.1,16,16,2800,2.681241237
0.14,336.9853519,5.1,16,16,2800,2.659621502
0.4,427.5989713,5.1,16,16,2800,2.648106192
0.24,28.99848291,5.7,8,8,3200,2.430784318
0.23,10.43945385,5.7,8,8,3200,2.462966701
0.24,42.91775471,5.7,8,8,3200,2.462966701
0.24,503.3450403,5.7,8,8,3200,2.462966701
0.2,279.4696794,5.7,8,8,3200,2.462966701
0.06,316.5692651,4,5,4,2500,2.453027694
0.08,94.91967133,4,5,4,2500,2.440184654
0.17,28.99848291,4,5,4,2500,2.427356256
0.11,274.9187343,4,5,4,2500,2.414505394
0.19,392.8496277,4,5,4,2500,2.401676196
0.12,337.518082,4,5,4,2500,2.388829154
0.03,381.8913397,4,5,4,2500,2.375992639
0.1,252.9952315,4,5,4,2500,2.36316053
0.1,247.9039916,4,5,4,2500,2.36316053
0.01,242.9651424,4,5,4,2500,2.301290494
0.055,361.8311615,4,5,4,2500,2.301290494
0.1,170.2836086,4,5,4,2500,2.301290494
0.22,152.2108005,4,3.2,4,2100,2.376138792
0.23,94.91967133,4,3.2,4,2100,2.363292252
0.03,78.32760257,4,3.2,4,2100,2.350461236
0.05,243.0205573,4,3.2,4,2100,2.363292252
0.07,361.8796495,4,3.2,4,2100,2.339093523
0.07,357.2248015,4,3.2,4,2100,2.337618972
0.01,312.1034432,4,3.2,4,2100,2.324796718
0.02,246.1468158,4,3.2,4,2100,2.311944485
0.02,245.6342284,4,3.2,4,2100,2.299114884
0.02,241.2495279,4,3.2,4,2100,2.286276786
0.01,344.0499193,4,3.2,4,2100,2.273441134
0.02,216.2551814,4,3.2,4,2100,2.260596042
0.03,228.829673,4,3.2,4,2100,2.247776931
0.02,208.3377837,4,3.2,4,2100,2.234567898
0.01,328.2081971,4,3.2,4,2100,2.220918364
0.01,217.4696274,4,3.2,4,2100,2.20685285
0.01,391.8704614,4,3.2,4,2100,2.064195836
0.14,75.8616847,4,5,4,1400,1.857332496
0.16,201.9870068,4,5,4,1400,1.857332496
0.25,110.563648,4,5,4,1400,1.798097932
0.31,144.7930425,4,5,4,1400,1.828981954
0.14,316.5692651,5,5,4,2000,2.021189299
0.16,284.0909642,5,5,4,2000,2.021189299
0.25,15.07921111,5,5,4,2000,2.059108818
0.32,87.81121081,5,5,4,2000,2.004493338
0.2,64.40833077,4.7,13,32,2400,2.666779976
0.18,131.3318928,4.7,13,32,2400,2.666779976
0.18,131.3318928,4.7,13,32,2400,2.666779976
0.24,336.6793332,4.7,13,32,2400,2.539264336
0.25,332.0395759,4.7,13,32,2400,2.539264336
0.09,332.0395759,4.7,13,32,2400,2.504701881
0.07,332.9096325,4.7,13,32,2400,2.376814112
0.13,28.99848291,5.5,13,32,3000,2.723841358
0.23,10.43945385,5.5,13,32,3000,2.648457594
0.14,42.91775471,5.5,13,32,3000,2.633377547
0.15,650.8472678,5.5,13,32,3000,2.63317546
0.19,372.7227409,5.5,13,32,3000,2.571697188
0.15,381.1127923,5.5,13,32,3000,2.5655763
0.09,28.99848291,4.5,8,16,1700,2.679009755
0.11,64.40833077,4.5,8,16,1700,2.807379412
0.11,64.40833077,4.5,8,16,1700,2.807379412
0.11,518.8528696,4.5,8,16,1700,2.807379412
0.09,632.612644,4.5,8,16,1700,2.794543811
0.07,508.9532398,4.5,8,16,1700,2.781705123
0.09,508.9532398,4.5,8,16,1700,2.768867396
0.03,496.0069438,4.5,8,16,1700,2.756027213
0.02,607.0941023,4.5,8,16,1700,2.743196081
0.01,417.260699,4.5,8,16,1700,2.730354228
0.01,526.3012854,4.5,8,16,1700,2.71752072
0.01,466.791088,4.5,8,16,1700,2.704682331
0.01,436.7061201,4.5,8,16,1700,2.691841505
0.01,425.8655887,4.5,8,16,1700,2.679009755
0.08,131.3318928,4.3,8,8,2000,2.397922637
0.07,131.3318928,4.3,8,8,2000,2.36316053
0.1,83.32027816,4.3,8,8,2000,2.36316053
0.05,256.4847791,4.3,8,8,2000,2.491529775
0.01,243.1644329,4.3,8,8,2000,2.478696332
0.04,347.9118897,4.3,8,8,2000,2.46585853
0.03,279.2240236,4.3,8,8,2000,2.453027694
0.035,291.881019,4.3,8,8,2000,2.440184654
0.04,266.8942179,4.3,8,8,2000,2.427356256
0.03,384.6588667,4.3,8,8,2000,2.414505394
0.03,274.1828991,4.3,8,8,2000,2.401676196
0.03,442.0544627,4.3,8,8,2000,2.388829154
0.02,242.2990285,4.3,8,8,2000,2.375992639
0.03,362.7353639,4.3,8,8,2000,2.36316053
0.03,262.7128625,4.3,8,8,2000,2.36316053
0.02,247.957818,4.3,8,8,2000,2.36316053
0.03,443.935119,4.3,8,8,2000,2.337479228
0.01,443.935119,4.3,8,8,2000,2.324652786
0.02,174.9233659,4.3,8,8,2000,2.311817412
0.02,165.7452802,4.3,8,8,2000,2.311817412
0.02,210.6896993,4.3,8,8,2000,2.311817412
0.02,275.6731228,4.3,8,8,2000,2.309906836
0.01,157.1005625,4.3,8,8,2000,2.307987817
0.01,152.4608053,4.3,8,8,2000,2.306060282
0.1,10.43945385,4.3,16,8,2330,2.498227823
0.06,95.05673886,4.3,16,8,2330,2.485394873
0.06,28.99848291,4.3,16,8,2330,2.472551683
0.14,228.5938918,4.3,16,8,2330,2.459709045
0.14,254.7202647,4.3,16,8,2330,2.460942923
0.06,489.7216445,4.3,16,8,2330,2.436496591
0.08,264.0472796,4.3,16,8,2330,2.408968832
0.06,276.5675934,4.3,16,8,2330,2.424963263
0.06,218.2471461,4.3,16,8,2330,2.433273671
0.03,242.0337277,4.3,16,8,2330,2.387621151
0.02,353.7977394,4.3,16,8,2330,2.405004665
0.02,357.358144,4.3,16,8,2330,2.397087956
0.01,233.5136935,4.3,16,8,2330,2.366067905
0.01,240.41977,4.3,16,8,2330,2.337099696
0.07,64.40833077,4,5,8,1850,2.439316901
0.07,169.5087059,4,5,8,1850,2.580160583
0.02,10.43945385,4,5,8,1850,2.56769671
0.035,324.1334152,4,5,8,1850,2.554852434
0.05,339.8097989,4,5,8,1850,2.542015815
0.06,320.4041891,4,5,8,1850,2.529186444
0.03,312.943964,4,5,8,1850,2.516350247
0.06,317.6577098,4,5,8,1850,2.50350469
0.05,367.9250059,4,5,8,1850,2.490674685
0.06,361.1020516,4,5,8,1850,2.477830024
0.04,297.1819202,4,5,8,1850,2.464995979
0.04,290.7537968,4,5,8,1850,2.452154586
0.04,284.5057717,4,5,8,1850,2.439316901
0.04,371.5928353,4,5,8,1850,2.439316901
0.02,272.5569432,4,5,8,1850,2.439316901
0.01,254.8899745,4,5,8,1850,2.439316901
0.02,359.9903497,4,5,8,1850,2.439316901
0.02,266.842286,4,5,8,1850,2.439316901
0.01,422.4931629,4,5,8,1850,2.411080712
0.01,252.375063,4,5,8,1850,2.3789064
0.03,169.5087059,4.5,5,4,2460,2.375370938
0.19,95.05673886,4.5,5,4,2460,2.36253902
0.14,76.36064226,4.5,5,4,2460,2.349704811
0.13,448.492991,4.5,5,4,2460,2.336859821
0.08,444.3774441,4.5,5,4,2460,2.324014798
0.09,201.36522,4.5,5,4,2460,2.311181486
0.08,196.8489092,4.5,5,4,2460,2.297826143
0.02,211.6226576,4.5,5,4,2460,2.282735373
0.03,275.214679,4.5,5,4,2460,2.194625329
0.05,183.9164669,4.5,5,4,2460,2.48174352
0.02,161.8209681,4.5,5,4,2460,2.343546443
0.03,154.8305939,4.5,5,4,2460,2.299376533
0.02,239.0277175,4.5,5,4,2460,2.239024047
0.02,247.8905354,4.5,5,4,2460,1.914396052
0.02,189.0480311,4.5,5,4,2460,1.906927347
0.01,171.1421054,4.5,5,4,2460,2.329316505
0.07,28.99848291,4.8,8,16,1200,2.534330767
0.12,103.2345992,4.8,8,16,1200,2.534330767
0.03,284.7618756,4.8,8,16,1200,2.42109366
0.055,370.4658911,4.8,8,16,1200,2.40825693
0.08,302.6207795,4.8,8,16,1200,2.395413767
0.08,229.0518679,4.8,8,16,1200,2.38257532
0.04,289.8485827,4.8,8,16,1200,2.369735215
0.05,253.3935744,4.8,8,16,1200,2.356905035
0.04,218.1893189,4.8,8,16,1200,2.344058072
0.03,213.3197384,4.8,8,16,1200,2.331224781
0.02,223.1143136,4.8,8,16,1200,2.318397279
0.02,265.4798993,4.8,8,16,1200,2.305544824
0.02,328.9245073,4.8,8,16,1200,2.29232254
0.03,324.6021485,4.8,8,16,1200,2.278685023
0.02,205.5408771,4.8,8,16,1200,2.264605344
0.015,201.3432017,4.8,8,16,1200,2.25002945
0.01,197.1455263,4.8,8,16,1200,2.25002945
0.01,230.6264283,4.8,8,16,1200,2.25002945
0.16,180.4126908,4.3,8,8,1900,2.482301767
0.1,28.99848291,4.3,8,8,1900,2.469468548
0.05,133.4011333,4.3,8,8,1900,2.456624104
0.05,291.5259228,4.3,8,8,1900,2.44379477
0.04,269.732062,4.3,8,8,1900,2.427924078
0.08,263.7818917,4.3,8,8,1900,2.417820317
0.04,273.6823389,4.3,8,8,1900,2.418268138
0.06,365.9624123,4.3,8,8,1900,2.369549802
0.09,361.6954683,4.3,8,8,1900,2.388047889
0.05,314.8709359,4.3,8,8,1900,2.401779521
0.06,295.6142732,4.3,8,8,1900,2.357038667
0.01,81.22654086,4.3,10,16,2000,2.596937801
0.03,81.22654086,4.3,10,16,2000,2.584093655
0.05,81.22654086,4.3,10,16,2000,2.571266162
0.05,454.2382794,4.3,10,16,2000,2.558420545
0.05,347.07239,4.3,10,16,2000,2.545591604
0.05,323.6645714,4.3,10,16,2000,2.532754379
0.05,331.8125238,4.3,10,16,2000,2.519906711
0.08,489.3947636,4.3,10,16,2000,2.507072897
0.08,301.7618493,4.3,10,16,2000,2.459317083
0.04,324.4253796,4.3,10,16,2000,2.458123945
0.06,303.8695822,4.3,10,16,2000,2.423245874
0.05,484.2207262,4.3,10,16,2000,2.456350848
0.05,433.7961139,4.3,10,16,2000,2.457518572
0.02,229.9592862,4.3,10,16,2000,2.433913775
0.03,244.4987593,4.3,10,16,2000,2.453042996
0.02,256.0710011,4.3,10,16,2000,2.454021206
0.02,297.16892,4.3,10,16,2000,2.440594262
0.06,242.9956313,4.3,10,16,2000,2.43841576
0.14,28.99848291,3.5,3.2,2,1500,2.243062865
0.11,46.39757265,3.5,3.2,2,1500,2.23021894
0.08,28.99848291,3.5,3.2,2,1500,2.217378648
0.1,199.8393518,3.5,3.2,2,1500,2.20455406
0.06,168.7315591,3.5,3.2,2,1500,2.191730393
0.07,165.3027649,3.5,3.2,2,1500,2.178890655
0.06,139.9390264,3.5,3.2,2,1500,2.166045088
0.06,210.9472273,3.5,3.2,2,1500,2.1532049
0.06,339.4592469,3.5,3.2,2,1500,2.1532049
0.04,210.5693523,3.5,3.2,2,1500,2.032135047
0.1,57.43644646,3.5,3.2,4,1500,2.099335278
0.1,46.39757265,3.5,3.2,4,1500,2.086502199
0.083333333,112.5141137,3.5,3.2,4,1500,2.073681699
0.066666667,167.1371955,3.5,3.2,4,1500,2.060848873
0.05,135.5726941,3.5,3.2,4,1500,2.048014291
0.1,133.1136599,3.5,3.2,4,1500,2.035149458
0.06,137.1230107,3.5,3.2,4,1500,2.022304623
0.03,189.8801808,3.5,3.2,4,1500,2.009493388
0.02,252.0407846,3.5,3.2,4,1500,1.996642991
0.03,249.8518977,3.5,3.2,4,1500,1.996642991
0.02,128.235853,3.5,3.2,4,1500,2.022304623
0.02,126.1716496,3.5,3.2,4,1500,2.009493388
0.02,126.1716496,3.5,3.2,4,1500,1.996642991
0.02,176.153624,3.5,3.2,4,1500,1.996642991
0.01,99.79788947,3.5,3.2,4,1500,1.998346537
0.01,177.7776108,3.5,3.2,4,1500,2.024772913
0.01,126.1716496,3.5,3.2,4,1500,2.039889798
0.01,126.441797,3.5,3.2,4,1500,2.009110806
0.01,153.4012378,3.5,3.2,4,1500,2.029870564
0.05,176.9328729,4,5,8,2460,2.474944335
0.08,176.9328729,4,5,8,2460,2.462113367
0.06,109.0424076,4,5,8,2460,2.449277791
0.12,315.8090925,4,5,8,2460,2.436433003
0.05,280.8138476,4,5,8,2460,2.423606271
0.07,274.9675802,4,5,8,2460,2.410760367
0.07,366.1538286,4,5,8,2460,2.397922637
0.07,241.1505508,4,5,8,2460,2.397922637
0.06,258.4262454,4,5,8,2460,2.397922637
0.03,412.0997078,4,5,8,2460,2.397922637
0.025,230.6009474,4,5,8,2460,2.397922637
0.02,251.7769264,4,5,8,2460,2.397922637
0.03,253.2311025,4,5,8,2460,2.397922637
0.02,408.048986,4,5,8,2460,2.397922637
0.02,408.048986,4,5,8,2460,2.397922637
0.02,219.5620736,4,5,8,2460,2.397922637
0.01,219.5620736,4,5,8,2460,2.397922637
0.1,57.43644646,4,5,4,1750,2.060848873
0.17,109.0424076,4,5,4,1750,2.048014291
0.22,46.39757265,4,5,4,1750,2.035149458
0.12,108.6850471,4,5,4,1750,2.022304623
0.12,123.7636398,4,5,4,1750,2.009493388
0.11,104.1063946,4,5,4,1750,1.996642991
0.11,151.5314503,4,5,4,1750,1.996642991
0.03,121.8367365,4,5,4,1750,1.996642991
0.16,51.03732992,5.7,12.8,3,3200,2.716779369
0.09,28.99848291,5.7,12.8,3,3200,2.703944478
0.09,103.2345992,5.7,12.8,3,3200,2.665740422
0.1,595.7252527,5.7,12.8,3,3200,2.678135813
0.04,459.375133,5.7,12.8,3,3200,2.697874201
0.06,378.2676874,5.7,12.8,3,3200,2.6685909
0.06,376.517729,5.7,12.8,3,3200,2.662427264
0.055,457.9841854,5.7,12.8,3,3200,2.639815074
0.05,403.0105339,5.7,12.8,3,3200,2.627959533
0.02,369.4303172,5.7,12.8,3,3200,2.634588097
0.01,353.2768864,5.7,12.8,3,3200,2.583062681
0.01,351.5369458,5.7,12.8,3,3200,2.537479079
0.1,112.5141137,4,3,2,1750,1.882638362
0.17,176.9328729,4,3,2,1750,1.869818208
0.22,176.9328729,4,3,2,1750,1.856970433
0.12,110.30222,4,3,2,1750,1.844104231
0.12,108.7644577,4,3,2,1750,1.831293744
0.11,107.2682565,4,3,2,1750,1.818423855
0.11,151.6117692,4,3,2,1750,1.818423855
0.04,75.969501,4,3,2,1750,1.818423855
0.08,109.0424076,5,8,14.9,2300,2.59074155
0.05,57.43644646,5,8,14.9,2300,2.577905217
0.06,57.43644646,5,8,14.9,2300,2.565068222
0.1,350.0131501,5,8,14.9,2300,2.491277629
0.09,439.0174386,5,8,14.9,2300,2.500250201
0.11,431.3840421,5,8,14.9,2300,2.482058517
0.09,323.733417,5,8,14.9,2300,2.503600042
0.07,328.2150936,5,8,14.9,2300,2.525109622
0.09,290.2482269,5,8,14.9,2300,2.474696928
0.07,80.06660154,4,5,4,2000,2.346059433
0.05,176.9328729,4,5,4,2000,2.333205373
0.04,57.43644646,4,5,4,2000,2.320374802
0.05,233.7389266,4,5,4,2000,2.307538823
0.08,388.1258553,4,5,4,2000,2.294708658
0.09,202.2839556,4,5,4,2000,2.281873857
0.08,219.2414785,4,5,4,2000,2.269022335
0.09,216.6018821,4,5,4,2000,2.256188383
0.09,367.4437496,4,5,4,2000,2.256188383
0.065,319.4981654,4,5,4,2000,2.190863733
0.04,171.3442213,4,5,4,2000,2.113943352
0.02,171.3442213,4,5,4,2000,2.113943352
0.02,150.6181609,4,5,4,2000,2.113943352
0.02,175.6929571,4,5,4,2000,2.113943352
0.04,46.39757265,5.2,13,16,2300,2.608376251
0.17,28.99848291,5.2,13,16,2300,2.587048357
0.21,46.39757265,5.2,13,16,2300,2.575811118
0.35,310.1319057,5.2,13,16,2300,2.482559178
0.13,60.39143224,4.5,5,4,2070,2.216139501
0.22,51.03732992,4.5,5,4,2070,2.203304916
0.14,51.03732992,4.5,5,4,2070,2.190471771
0.09,142.9383556,4.5,5,4,2070,2.177623062
0.08,213.8565073,4.5,5,4,2070,2.16479882
0.09,193.0447342,4.5,5,4,2070,2.228451691
0.07,147.3902455,4.5,5,4,2070,2.228451691
0.06,46.39757265,5.9,4,24,3300,2.734279644
0.09,112.5141137,5.9,4,24,3300,2.721447865
0.07,63.23343908,5.9,4,24,3300,2.708607836
0.2,426.7154255,5.9,4,24,3300,2.695770526
0.23,415.7779181,5.9,4,24,3300,2.709278443
0.05,397.2350547,5.9,4,24,3300,2.693366352
0.1,456.3148128,5.9,4,24,3300,2.663267357
0.03,397.7822764,5.9,4,24,3300,2.651471852
0.02,385.0230056,5.9,4,24,3300,2.649977062
0.02,362.1297428,5.9,4,24,3300,2.590094714
0.02,413.696335,5.9,4,24,3300,2.546172368
0.02,338.3934828,5.9,4,24,3300,2.589614541
0.01,355.1886055,5.9,4,24,3300,2.53118503
0.2,43.12026532,4.5,8,8,2000,2.247776931
0.19,63.23343908,4.5,8,8,2000,2.247776931
0.11,145.9833359,4.5,8,8,2000,2.247776931
0.14,268.533292,4.5,8,8,2000,2.247776931
0.1,208.1937707,4.5,8,8,2000,2.282531484
0.11,208.1937707,4.5,8,8,2000,2.282531484
0.06,185.7833951,4.5,8,8,2000,2.282531484
0.02,195.9935825,4.5,8,8,2000,2.282531484
0.18,145.9833359,4.7,13,64,2400,2.728929753
0.18,43.12026532,4.7,13,64,2400,2.728929753
0.18,63.23343908,4.7,13,64,2400,2.728929753
0.07,569.7993827,4.7,13,64,2400,2.716086854
0.07,414.1989278,4.7,13,64,2400,2.703256977
0.03,434.3121015,4.7,13,64,2400,2.546369898
0.03,551.0699255,4.7,13,64,2400,2.385659887
